"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:4mPd1gJhgcYFRSJyoYAxE8","Is This Love","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","spotify:album:2MnN6FfnhDf4Zk5g0dIAJv","Kaya - Deluxe Edition","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","1978-03-23","https://i.scdn.co/image/ab67616d0000b273fe3cfa9aafb127e890d5126b","1","3","231546","https://p.scdn.co/mp3-preview/7a71c8e8cc8af3cb032a9cdf45a23fabadc58906?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USIR27800259","spotify:user:rosygv","2021-05-18T07:43:21Z"
"spotify:track:6Q38XO45oFOXXNkrCgFxgH","Enjoy The Silence - Live","spotify:artist:762310PdDnwsDxAQxzQkfX","Depeche Mode","spotify:album:7snShfFKLewVZTggBIsXJn","Live in Berlin Soundtrack","spotify:artist:762310PdDnwsDxAQxzQkfX","Depeche Mode","2014-11-17","https://i.scdn.co/image/ab67616d0000b27362daa3c63988649621601c80","2","3","447080","https://p.scdn.co/mp3-preview/7018e5ad2ea1bc25ff51369c359261189c108a57?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USQX91401930","spotify:user:rosygv","2021-05-18T07:44:47Z"
"spotify:track:1NCuYqMc8hKMb4cpNTcJbD","Another Day in Paradise - 2016 Remaster","spotify:artist:4lxfqrEsLX6N1N4OCSkILp","Phil Collins","spotify:album:2sS9l8uc3d3UsK9unJyrD8","...But Seriously (Deluxe Edition)","spotify:artist:4lxfqrEsLX6N1N4OCSkILp","Phil Collins","1989-11-20","https://i.scdn.co/image/ab67616d0000b273fb2daafa0993f39d87a84385","1","7","322133","https://p.scdn.co/mp3-preview/6e86a5698f1165e5ffa7a537e4f19018e0e10eb4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USRH11602150","spotify:user:rosygv","2021-05-18T07:45:14Z"
"spotify:track:23tsETSANkx1FqiW0GkQD5","Shiny Happy People","spotify:artist:4KWTAlx2RvbpseOGMEmROg","R.E.M.","spotify:album:321LzecEFfm8HJ1dzyYted","Out Of Time","spotify:artist:4KWTAlx2RvbpseOGMEmROg","R.E.M.","1991-03-12","https://i.scdn.co/image/ab67616d0000b273cf4f0cc4bfd605e5096fc3dc","1","6","226200","https://p.scdn.co/mp3-preview/e2a6898f50a8fc0166fcab561da060ba0c2eec93?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USWB19901525","spotify:user:rosygv","2021-05-18T07:48:06Z"
"spotify:track:40dJCw4xU6Bd5ie9rfagNo","Everybody Wants To Rule The World","spotify:artist:4bthk9UfsYUYdcFyqxmSUU","Tears For Fears","spotify:album:4yaypP8ytl2ghM2kiNSD8a","Songs From The Big Chair","spotify:artist:4bthk9UfsYUYdcFyqxmSUU","Tears For Fears","1985-02-25","https://i.scdn.co/image/ab67616d0000b2730f8db7ddf02a4ac2da2ecdc1","1","3","251480","https://p.scdn.co/mp3-preview/a382ff8a38e7fb58f0419374b6efa0fc8809fffa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","GBF088590110","spotify:user:rosygv","2021-05-18T07:48:20Z"
"spotify:track:5TXAySV8WBjAIMg3lPDCLN","Shout","spotify:artist:4bthk9UfsYUYdcFyqxmSUU","Tears For Fears","spotify:album:00EZ3edHfcpcHJpRl3QcQX","Songs From The Big Chair (Deluxe)","spotify:artist:4bthk9UfsYUYdcFyqxmSUU","Tears For Fears","1985-02-25","https://i.scdn.co/image/ab67616d0000b2730bec0263f5406aa64ae06efa","1","1","392675","https://p.scdn.co/mp3-preview/8cbbcbc29173d1669348e8865cef0f4db33ec00f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBF088490125","spotify:user:rosygv","2021-05-18T07:49:07Z"
"spotify:track:1JZZkORheU1RpGqJdZ77WL","It Must Have Been Love - From the Film ""Pretty Woman""","spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY","Roxette","spotify:album:1nQK4dpultSS3YeHfYrgEW","A Collection of Roxette Hits! Their 20 Greatest Songs!","spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY","Roxette","2006-10-18","https://i.scdn.co/image/ab67616d0000b273fa28996fe5cd7c20b895a2f5","1","6","259665","https://p.scdn.co/mp3-preview/bd4b2e0a3c764aee8b237f553f5d4450f31c071d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","SEAMA8777131","spotify:user:rosygv","2021-05-18T08:00:27Z"
"spotify:track:0JIujrQsYJuNKSj5f4PgAm","Holding Out for a Hero - From ""Footloose"" Soundtrack","spotify:artist:0SD4eZCN4Kr0wQk56hCdh2","Bonnie Tyler","spotify:album:1WNKfSND9D7t30sBPDo1gr","The Best Of The 80's","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","2007-12-10","https://i.scdn.co/image/ab67616d0000b2737caab36da334ff2864d34af5","1","10","344413","https://p.scdn.co/mp3-preview/563a2bbee9492c2abfb14a85f24a7a5ea526f5ea?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USSM19803326","spotify:user:rosygv","2021-05-18T08:00:59Z"
"spotify:track:2C4aYxNpoPkmoZ3ZdPeuOB","Knockin' On Heaven's Door","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","spotify:album:0yMBzueqNjfhtmhz0AthB7","Use Your Illusion II (Explicit Version)","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","1991-09-18","https://i.scdn.co/image/ab67616d0000b273da11915abf0f5ee344fcf8b8","1","4","336000","https://p.scdn.co/mp3-preview/78914815856c67e274e7facedced537fe96dcfe7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USGF19142004","spotify:user:rosygv","2021-05-18T08:01:23Z"
"spotify:track:5PsUB0ISfQxRLhF5DmI5Ks","Don't Speak","spotify:artist:0cQbJU1aAzvbEmTuljWLlF","No Doubt","spotify:album:4Rvc82pV7HCKZyRHbLWCac","Tragic Kingdom","spotify:artist:0cQbJU1aAzvbEmTuljWLlF","No Doubt","1995-10-10","https://i.scdn.co/image/ab67616d0000b27343ce3d7c5b2b07ce264512ff","1","10","263000","https://p.scdn.co/mp3-preview/895422f5af05f2213308a75a9bd24aebbda22b60?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USIR19500279","spotify:user:rosygv","2021-05-18T08:02:26Z"
"spotify:track:0rpIH5otu7ykvZPdcQuRPh","Chasing Cars","spotify:artist:3rIZMv9rysU7JkLzEaC5Jp","Snow Patrol","spotify:album:7sIFeqEnu7ZjmbIN6463x9","Chasing Cars","spotify:artist:3rIZMv9rysU7JkLzEaC5Jp","Snow Patrol","2006-01-01","https://i.scdn.co/image/ab67616d0000b273aa8cec6b521c065cc8344f78","1","1","266346","https://p.scdn.co/mp3-preview/8fbd45575599d96a74aa010978e2f05b2e4cfd0d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","GBUM70600345","spotify:user:rosygv","2021-05-18T08:02:56Z"
"spotify:track:7qNThU0HuoF8JRnWgF06TO","Dreams","spotify:artist:7t0rwkOPGlDPEhaOcVtOt9","The Cranberries","spotify:album:1szRkj06cQlQonjVBI7we5","Classic The Cranberries","spotify:artist:7t0rwkOPGlDPEhaOcVtOt9","The Cranberries","2006","https://i.scdn.co/image/ab67616d0000b27391fe5df6268d04e8b66937ea","1","2","271906","https://p.scdn.co/mp3-preview/01e93b284cd90ce02c830fb18aed309a946e77f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USUM70604369","spotify:user:rosygv","2021-05-18T08:04:09Z"
"spotify:track:6xy6jNeNTYwjnKTDzMyHw2","Zombie","spotify:artist:7t0rwkOPGlDPEhaOcVtOt9","The Cranberries","spotify:album:2KsgTeLQXz7yDV1joGOd2L","No Need To Argue (The Complete Sessions 1994-1995)","spotify:artist:7t0rwkOPGlDPEhaOcVtOt9","The Cranberries","1994-10-03","https://i.scdn.co/image/ab67616d0000b27306954ee747746805e67fcbbd","1","4","306440","https://p.scdn.co/mp3-preview/65231f5a64f52177b4afd9892d2136a3f6ae89b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","USIR29400443","spotify:user:rosygv","2021-05-18T08:04:20Z"
"spotify:track:6N8ShpVeac1xfs04TYZvOr","More Than Words","spotify:artist:6w7j5wQ5AI5OQYlcM15s2L","Extreme","spotify:album:3UgnOTcOt4JlplBn3eL82v","100 Essential Love Songs (Online version)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","2006-01-01","https://i.scdn.co/image/ab67616d0000b273eecfba9a9283d0c2068e04cb","2","11","334066","https://p.scdn.co/mp3-preview/271b123e8fb03d1ca301205f8c47ca13461c9ff0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAM19090005","spotify:user:rosygv","2021-05-18T08:04:27Z"
"spotify:track:1CsuK5dlnWAkWhffeteqH3","Waterloo","spotify:artist:0LcJLqbBmaGUft1e9Mm8HV","ABBA","spotify:album:2rp5riHULWgrXPsDtsp1ir","ABBA Gold","spotify:artist:0LcJLqbBmaGUft1e9Mm8HV","ABBA","2008-01-01","https://i.scdn.co/image/ab67616d0000b2733bb42ae6247b62167d71256d","1","19","165800","https://p.scdn.co/mp3-preview/080b052681fc89186ce46d77e96032b53e7f0ee8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","SEAYD7415010","spotify:user:rosygv","2021-05-18T08:04:38Z"
"spotify:track:1A3OA6zON5HHueFm4ejrRF","Because the Night","spotify:artist:0vYkHhJ48Bs3jWcvZXvOrP","Patti Smith","spotify:album:00tuL4qPxBs3w8S1BaG3Zv","Outside Society","spotify:artist:0vYkHhJ48Bs3jWcvZXvOrP","Patti Smith","2011-08-23","https://i.scdn.co/image/ab67616d0000b273abf8af618e2e433d9a912515","1","5","202866","https://p.scdn.co/mp3-preview/0104cd9cddfd6cdf01a5409941bd52952dbc0913?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USAR10000781","spotify:user:rosygv","2021-05-18T08:04:47Z"
"spotify:track:6XIQe8CyDYFHN0iCjfRIuj","Cryin'","spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","spotify:album:5DS04MgiAZ1dI2jWUpDuGd","Young Lust: The Aerosmith Anthology","spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","2001-11-20","https://i.scdn.co/image/ab67616d0000b2733e0ee8299479b4a82ad6e566","2","8","308266","https://p.scdn.co/mp3-preview/3def896e70eabb8cd503b054850375a24409dfbe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USIR10000430","spotify:user:rosygv","2021-05-18T08:04:56Z"
"spotify:track:6m7fhJkK6TbuGDFhBNpgyn","It's My Life","spotify:artist:7Fo8TAyGJr4VmhE68QamMf","Talk Talk","spotify:album:2sVePugUVnYAPEyIlGP6Hx","The Very Best Of","spotify:artist:7Fo8TAyGJr4VmhE68QamMf","Talk Talk","2003-02-28","https://i.scdn.co/image/ab67616d0000b2737a616b8c9c5aecc570f7f332","1","1","232280","https://p.scdn.co/mp3-preview/705a30009006adf1131bd512816c78d9efc22a34?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","GBAYE8400109","spotify:user:rosygv","2021-05-18T08:05:08Z"
"spotify:track:1F43XlPBiwAUUIhrUGzylO","Never Ending Story","spotify:artist:7LTzUnZaptYfAFmvqW5M6D","Limahl","spotify:album:4alO1zj0clrqWUwC4a9rkL","Don't Suppose","spotify:artist:7LTzUnZaptYfAFmvqW5M6D","Limahl","2009-09-25","https://i.scdn.co/image/ab67616d0000b273a69b2f779d3e76c1c2ac8df8","1","5","212173","https://p.scdn.co/mp3-preview/6dbbec1f28f1786da581e31116f5ec5b39526032?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","GBAYE8400104","spotify:user:rosygv","2021-05-18T08:05:17Z"
"spotify:track:0wokCRaKD0zPNhMRXAgVsr","Ordinary World","spotify:artist:0lZoBs4Pzo7R89JM9lxwoT","Duran Duran","spotify:album:0PqCkTvKFJxzr9uujq7a3T","Duran Duran","spotify:artist:0lZoBs4Pzo7R89JM9lxwoT","Duran Duran","1993-02-15","https://i.scdn.co/image/ab67616d0000b2735d11c2fe73a7d376d3b06107","1","2","340200","https://p.scdn.co/mp3-preview/e0c2d8a96585b4d41f556282168d9e2144349040?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","GBAYE9200048","spotify:user:rosygv","2021-05-18T08:07:44Z"
"spotify:track:4O6ZaZrRCFfiZZKjnrXqlk","That Thing You Do!","spotify:artist:7lKQtm4sJL5NLREKDXziH3","The Wonders","spotify:album:4rgkKwVNM3Y1pfb3WfKj9C","That Thing You Do! Original Motion Picture Soundtrack","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","1996-09-24","https://i.scdn.co/image/ab67616d0000b273a08e074755abed551263166a","1","2","166773","https://p.scdn.co/mp3-preview/d4937b7d83480f38dcba75d1511d03f08c2c61c0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","USSM19602550","spotify:user:rosygv","2021-05-18T08:07:55Z"
"spotify:track:0Bj15uTA1d1itAneIuIo0n","Angie - Remastered","spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","spotify:album:6In2W0PN0sp3DjhjmbRuQ5","The Rolling Stones Singles Box Set (1971-2006) [Sampler]","spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","2011-01-01","https://i.scdn.co/image/ab67616d0000b27353a87c62d13a6034fa8f7659","1","4","272386","https://p.scdn.co/mp3-preview/dc98a950c65373787c310c4715c6dbb1de8ba623?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","GBCJN7300005","spotify:user:rosygv","2021-05-18T08:08:07Z"
"spotify:track:1gVgkQFOKa8Wc1HYsJtPdH","More Than Words","spotify:artist:6w7j5wQ5AI5OQYlcM15s2L","Extreme","spotify:album:7DKHQxJTI32UyCdDdGwvRC","Extreme II - Pornograffitti","spotify:artist:6w7j5wQ5AI5OQYlcM15s2L","Extreme","1990-01-01","https://i.scdn.co/image/ab67616d0000b273fb16b9b69eb891027654bcb1","1","5","334106","https://p.scdn.co/mp3-preview/271b123e8fb03d1ca301205f8c47ca13461c9ff0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USAM19090005","spotify:user:rosygv","2021-05-18T08:08:22Z"
"spotify:track:3NfxSdJnVdon1axzloJgba","I Say a Little Prayer","spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok","Aretha Franklin","spotify:album:55HZ2ectg1mMTEKDqIq3kC","Aretha Now","spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok","Aretha Franklin","1968-06-14","https://i.scdn.co/image/ab67616d0000b27346c31f64babcbfca6e061b6b","1","2","216773","https://p.scdn.co/mp3-preview/15d06d515184acb84a761784bf46efb2289740e8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USAT20801207","spotify:user:rosygv","2021-05-18T08:08:34Z"
"spotify:track:0pQskrTITgmCMyr85tb9qq","Starman - 2012 Remaster","spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","spotify:album:48D1hRORqJq52qsnUYZX56","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)","spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","1972-06-06","https://i.scdn.co/image/ab67616d0000b273c41f4e1133b0e6c5fcf58680","1","4","254293","https://p.scdn.co/mp3-preview/6b0a9731bccd31cea4f1e229800e82b5c7be8f53?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","USJT11200004","spotify:user:rosygv","2021-05-18T08:09:31Z"
"spotify:track:5prTs2HAw2G4idHZyeFp8o","Total Eclipse of the Heart","spotify:artist:0SD4eZCN4Kr0wQk56hCdh2","Bonnie Tyler","spotify:album:1CuFf5IslmlCno7DAFjrt9","The Very Best Of Bonnie Tyler","spotify:artist:0SD4eZCN4Kr0wQk56hCdh2","Bonnie Tyler","1999-02-08","https://i.scdn.co/image/ab67616d0000b27393d73d10075d96b65ba04dcb","1","6","269786","https://p.scdn.co/mp3-preview/42af1cbc20498d5e7de081f39b218ab035c9a57a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","GBBBN8300002","spotify:user:rosygv","2021-05-18T08:09:40Z"
"spotify:track:1q4XkQXsmgDgK2S1Umqf7D","Live And Let Die","spotify:artist:4STHEaNw4mPZ2tzheohgXB","Paul McCartney","spotify:album:2rrxATdBTvNt2i9lJo68qU","Back In The World","spotify:artist:4STHEaNw4mPZ2tzheohgXB","Paul McCartney","2003-05-17","https://i.scdn.co/image/ab67616d0000b2732e759b212add227cba797c92","2","12","184973","https://p.scdn.co/mp3-preview/46b5f6ad90250d37f3b689276341330fc984a9f2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBCCS0201281","spotify:user:rosygv","2021-05-18T08:10:00Z"
"spotify:track:28ZCSdsVrt0BCaBhRI0HXq","Take My Breath Away (as heard in Top Gun) (Re-Recorded / Remastered)","spotify:artist:2aS6jYh7ysTL1ZUsHneNgM","Berlin","spotify:album:565HTqHjIx6LIELWCWjt8F","Take My Breath Away (as heard in Top Gun) (Re-Recorded / Remastered)","spotify:artist:2aS6jYh7ysTL1ZUsHneNgM","Berlin","2009-08-01","https://i.scdn.co/image/ab67616d0000b273458cdf57129e1fa18ac3245f","1","1","249249","https://p.scdn.co/mp3-preview/8be4565207cc471305888b28515290edfa635a8c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USA370931876","spotify:user:rosygv","2021-05-18T08:10:33Z"
"spotify:track:4S1VYqwfkLit9mKVY3MXoo","Forever Young","spotify:artist:0xliTEbFfy5HQHvsTknTkX","Alphaville","spotify:album:2256qKBSQdt53T5dz4Kdcs","Forever Young","spotify:artist:0xliTEbFfy5HQHvsTknTkX","Alphaville","1984","https://i.scdn.co/image/ab67616d0000b273b9c4979446c4d39bc08e9503","1","6","226706","https://p.scdn.co/mp3-preview/715c3b3b956d769f21ce4e43ede766fce7cd31fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","DEA629260150","spotify:user:rosygv","2021-05-18T08:10:43Z"
"spotify:track:1JLn8RhQzHz3qDqsChcmBl","I Want to Know What Love Is - 1999 Remaster","spotify:artist:6IRouO5mvvfcyxtPDKMYFN","Foreigner","spotify:album:4oQhDQDKMeI6IMlwpXt3j8","Agent Provocateur","spotify:artist:6IRouO5mvvfcyxtPDKMYFN","Foreigner","1984","https://i.scdn.co/image/ab67616d0000b2733e030a7e606959674643d274","1","3","304786","https://p.scdn.co/mp3-preview/23f9b7ad0a9008aca1017cce9b5ba375b322ac8b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","USAT29900662","spotify:user:rosygv","2021-05-18T08:10:56Z"
"spotify:track:18eqtLHIuDSnx54o0IRUy0","Spending My Time","spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY","Roxette","spotify:album:5Q4kTNheoI86WVk1YQKt4x","Joyride (2009 Version)","spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY","Roxette","1991-03-28","https://i.scdn.co/image/ab67616d0000b273d68032457ff512d4d9c6dccb","1","5","275666","https://p.scdn.co/mp3-preview/8e124445a5d2f8f01136a918a3d5f723fb976560?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","SEAMA9079050","spotify:user:rosygv","2021-05-18T08:11:08Z"
"spotify:track:3T6R0ppqCnUW6iJhtUYhO3","The Logical Song - Remastered 2010","spotify:artist:3JsMj0DEzyWc0VDlHuy9Bx","Supertramp","spotify:album:5UAy7rBQad6mSxklbtqUa8","Breakfast In America (Deluxe Edition)","spotify:artist:3JsMj0DEzyWc0VDlHuy9Bx","Supertramp","1979-03-29","https://i.scdn.co/image/ab67616d0000b273ceed62376a6b5405db7e3ca0","1","2","251253","https://p.scdn.co/mp3-preview/eb0f3f944ba0ad062babf9bd102719ed992136de?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USUM71021480","spotify:user:rosygv","2021-05-18T08:11:27Z"
"spotify:track:6r20M5DWYdIoCDmDViBxuz","You Got It","spotify:artist:0JDkhL4rjiPNEp92jAgJnS","Roy Orbison","spotify:album:1UPcuqLY9PC99fQAqWgrSU","Mystery Girl","spotify:artist:0JDkhL4rjiPNEp92jAgJnS","Roy Orbison","1989","https://i.scdn.co/image/ab67616d0000b273ef89c52c42eaf1f89347a16c","1","1","210266","https://p.scdn.co/mp3-preview/8b907d1b30d0ed1eedb32351b816b9c6ced3d461?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USLIC0701008","spotify:user:rosygv","2021-05-18T08:13:08Z"
"spotify:track:48Ej1CDmpsETlImicgiXWC","Luka","spotify:artist:3X0tJzVYoWlfjLYI0Ridsw","Suzanne Vega","spotify:album:5t4dbJ8zlmAKv5OuraAWrL","Solitude Standing","spotify:artist:3X0tJzVYoWlfjLYI0Ridsw","Suzanne Vega","1987-01-01","https://i.scdn.co/image/ab67616d0000b27335e9ac9e4064c7f03f309865","1","2","230973","https://p.scdn.co/mp3-preview/3fbae0f31ebf73866e53ac77d1d98e4a90779763?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAM18704255","spotify:user:rosygv","2021-05-18T08:13:21Z"
"spotify:track:2bzBI23EJWHjXmGj3xlYaM","It's Raining Again","spotify:artist:3JsMj0DEzyWc0VDlHuy9Bx","Supertramp","spotify:album:58JuUAfKGh6bKphiBtp7Nc","""...Famous Last Words...""","spotify:artist:3JsMj0DEzyWc0VDlHuy9Bx","Supertramp","1982-10-06","https://i.scdn.co/image/ab67616d0000b273093c6e7d6069b3c958071f73","1","3","264240","https://p.scdn.co/mp3-preview/24a82548aa518e526efc342e362d59ca58637e70?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USAM19500635","spotify:user:rosygv","2021-05-18T08:13:32Z"
"spotify:track:23DExviO7cU7uytDf0XekC","Spiderwebs","spotify:artist:0cQbJU1aAzvbEmTuljWLlF","No Doubt","spotify:album:22MtHr01EzeL6jmc5uwpHC","Tragic Kingdom","spotify:artist:0cQbJU1aAzvbEmTuljWLlF","No Doubt","1995-10-10","https://i.scdn.co/image/ab67616d0000b273ada8d00d23273a097e6df364","1","1","266733","https://p.scdn.co/mp3-preview/07169c8f375aa03c09827fa2db1cbab576ee3d63?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USIR19500270","spotify:user:rosygv","2021-05-18T08:15:54Z"
"spotify:track:5HSpMRUC4m3L3q48to2Kmu","So payaso","spotify:artist:3bgsNtcf5d5h9jbQbohfBK","Extremoduro","spotify:album:3msSCqpQLoY0nl4RTSf1Is","Agila","spotify:artist:3bgsNtcf5d5h9jbQbohfBK","Extremoduro","1996","https://i.scdn.co/image/ab67616d0000b273489635998e8b3a9dec1ae455","1","4","281666","https://p.scdn.co/mp3-preview/bfe87f0d8ab597568fb4b9e3c4b0b5f9031bbd52?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","ES5019614003","spotify:user:rosygv","2021-05-18T08:21:01Z"
"spotify:track:4YQ9WEYQG7fq0MAUYeB19Y","Vamos Muy Bien","spotify:artist:5OImtJcOmtdm3MkR1yLHkp","Obus","spotify:album:71bX52KVtdWhaViWnIZgLD","El Que Mas","spotify:artist:5OImtJcOmtdm3MkR1yLHkp","Obus","1984-07-01","https://i.scdn.co/image/ab67616d0000b27306ab0bc2e50f4d85faed2cad","1","3","218133","https://p.scdn.co/mp3-preview/386888524f72b04e3b477d77f74044e3ea07aa4b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","ES5108400045","spotify:user:rosygv","2021-05-18T08:21:11Z"
"spotify:track:0UY0JLj9kxOlgF6FHogCmX","Mala Vida","spotify:artist:6jq7GptAwkoFiunDhZYqQ2","Mano Negra","spotify:album:1i6RiKDCLS9KqgwfCQ1mRQ","Patchanka","spotify:artist:6jq7GptAwkoFiunDhZYqQ2","Mano Negra","1988-05-01","https://i.scdn.co/image/ab67616d0000b2730b9fca80401e636137c2fc8d","1","9","174973","https://p.scdn.co/mp3-preview/c211af43159ffdc3cf19e7f5dcde7102a01789c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","FRZ189800138","spotify:user:rosygv","2021-05-18T08:21:26Z"
"spotify:track:2wIBQUKScUOgb2R6NMVwHp","Pan de Higo","spotify:artist:0P4FkbP57uc9XBnJ9aoA3N","Rosendo","spotify:album:6lB7ZmftSuFP5YfloxD2nq","Locos X El Rock Español","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","2013-06-18","https://i.scdn.co/image/ab67616d0000b2731d1dae29be4d07023c6092fb","1","9","182613","https://p.scdn.co/mp3-preview/0bb9151239647c1fc683f7033dd2d71799a78643?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","ES5028500060","spotify:user:rosygv","2021-05-18T08:23:01Z"
"spotify:track:2kdcgSLw6FzxdL0gkhAT16","Hormigon, Mujeres y Alcohol - Edición 35 aniversario","spotify:artist:1S83AICkpMqmowvInvbizT","Ramoncin","spotify:album:1ckB2GAUFFgnlAUjyWptsY","Arañando La Ciudad - 35 aniversario","spotify:artist:1S83AICkpMqmowvInvbizT","Ramoncin","2015-05-26","https://i.scdn.co/image/ab67616d0000b2733502f96f3db7d28f3ad03cfa","1","1","147972","https://p.scdn.co/mp3-preview/b1652c39b5a6f0ca1d74b8bbf18d0168d183fe7b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","ES5151501377","spotify:user:rosygv","2021-05-18T08:24:24Z"
"spotify:track:4hfpMRkHOW3xGt8zE8ogFk","Riding the Storm","spotify:artist:7954VFaZClkL503srfV5PE","Running Wild","spotify:album:7aGuNftb3fFRvmmDY5aahZ","Death or Glory","spotify:artist:7954VFaZClkL503srfV5PE","Running Wild","1989-11-08","https://i.scdn.co/image/ab67616d0000b27329d085afc5abefdef22ad004","1","1","387733","https://p.scdn.co/mp3-preview/024d7e4c7bccf6f395c882f0f674a89af500169d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBAJE0704929","spotify:user:hsuarezcellucci","2021-05-18T09:33:22Z"
"spotify:track:28TcG73tbc4iGrGBFjiBnR","Kings of Metal","spotify:artist:4CzUzn54Cp9TQr6a7JIlMZ","Manowar","spotify:album:7lZkD6ntnGAhmWowltbOYB","Kings of Metal","spotify:artist:4CzUzn54Cp9TQr6a7JIlMZ","Manowar","1988-11-01","https://i.scdn.co/image/ab67616d0000b2732612add61ad53e5a5d33c2d4","1","2","223866","https://p.scdn.co/mp3-preview/1126c42548cece0908391f47f24a20c1b252ac5c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USAT20102846","spotify:user:hsuarezcellucci","2021-05-18T09:33:47Z"
"spotify:track:5HkvAtKEPDLmchWYmepqYB","Hail and Kill","spotify:artist:4CzUzn54Cp9TQr6a7JIlMZ","Manowar","spotify:album:7lZkD6ntnGAhmWowltbOYB","Kings of Metal","spotify:artist:4CzUzn54Cp9TQr6a7JIlMZ","Manowar","1988-11-01","https://i.scdn.co/image/ab67616d0000b2732612add61ad53e5a5d33c2d4","1","8","357026","https://p.scdn.co/mp3-preview/77e956782461cdd28d31b6179e2ef27ee65b8a36?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USAT20102851","spotify:user:hsuarezcellucci","2021-05-18T09:33:59Z"
